order_item_id,order_id,product_id,quantity,unit_price,discount,line_total
126,51,169,1,42.85,6.43,36.42
127,51,197,3,198.04,0.0,594.12
128,51,130,2,16.49,0.0,32.98
129,51,168,2,83.13,16.63,133.0
130,52,104,2,151.16,0.0,302.32
131,53,200,1,134.96,0.0,134.96
132,53,60,2,76.93,0.0,153.86
133,53,54,1,120.81,0.0,120.81
134,54,56,2,95.42,0.0,190.84
135,55,111,3,15.42,0.0,46.26
136,55,106,2,175.08,0.0,350.16
137,55,67,2,139.5,0.0,279.0
138,55,195,1,107.29,16.09,91.2
139,56,75,1,84.21,0.0,84.21
140,56,137,3,193.2,0.0,579.6
141,56,45,1,20.48,0.0,20.48
142,57,115,3,98.62,9.86,266.28
143,57,136,3,40.9,4.09,110.43
144,57,81,1,172.1,0.0,172.1
145,57,88,2,99.65,0.0,199.3
146,57,158,1,44.1,0.0,44.1
147,57,38,2,23.61,0.0,47.22
148,58,87,2,162.91,0.0,325.82
149,58,90,3,80.12,0.0,240.36
150,58,76,3,199.58,0.0,598.74
151,59,1,2,91.51,9.15,164.72
152,60,152,3,17.34,0.0,52.02
153,60,150,2,60.23,0.0,120.46
154,60,22,2,150.56,30.11,240.9
155,60,49,2,151.84,0.0,303.68
156,61,114,1,41.3,0.0,41.3
157,62,103,3,155.6,0.0,466.8
158,63,21,2,48.66,0.0,97.32
159,63,197,1,198.04,19.8,178.24
160,63,180,1,98.17,0.0,98.17
161,63,160,2,116.67,0.0,233.34
162,64,82,1,110.46,11.05,99.41
163,65,8,3,32.11,0.0,96.33
164,65,19,3,43.2,6.48,110.16
165,65,178,1,98.76,14.81,83.95
166,65,14,2,158.47,0.0,316.94
167,66,69,3,98.08,0.0,294.24
168,66,120,1,74.73,14.95,59.78
169,66,117,3,190.8,19.08,515.16
170,66,119,1,55.3,0.0,55.3
171,66,111,3,15.42,0.0,46.26
172,67,182,3,44.16,8.83,105.99
173,67,112,3,1307.22,0.0,3921.66
174,67,33,1,141.55,0.0,141.55
175,68,123,1,1397.68,279.54,1118.14
176,68,21,2,48.66,9.73,77.86
177,68,77,3,36.47,0.0,109.41
178,68,160,3,116.67,0.0,350.01
179,69,84,3,88.18,0.0,264.54
180,69,145,3,185.68,37.14,445.62
181,69,37,3,356.55,0.0,1069.65
182,69,161,2,187.26,0.0,374.52
183,69,4,3,154.57,0.0,463.71
184,69,92,3,17.32,0.0,51.96
185,70,60,2,76.93,0.0,153.86
186,70,160,1,116.67,17.5,99.17
187,70,143,2,82.6,0.0,165.2
188,70,184,2,88.31,8.83,158.96
189,70,112,3,1307.22,0.0,3921.66
190,70,177,2,44.04,0.0,88.08
191,71,52,1,19.86,0.0,19.86
192,71,11,2,53.64,0.0,107.28
193,71,27,2,1005.96,0.0,2011.92
194,71,81,1,172.1,25.81,146.29
195,72,183,3,1262.09,0.0,3786.27
196,72,121,3,160.84,0.0,482.52
197,73,29,2,30.09,0.0,60.18
198,73,72,1,119.2,0.0,119.2
199,73,138,2,134.25,0.0,268.5
200,74,98,1,141.67,28.33,113.34
201,74,16,1,163.52,24.53,138.99
202,74,35,3,1069.13,0.0,3207.39
203,74,180,2,98.17,0.0,196.34
204,75,33,1,141.55,0.0,141.55
205,76,121,1,160.84,24.13,136.71
206,76,168,1,83.13,0.0,83.13
207,77,92,2,17.32,3.46,27.72
208,78,33,1,141.55,0.0,141.55
209,78,34,1,637.65,0.0,637.65
210,78,11,2,53.64,0.0,107.28
211,78,145,2,185.68,0.0,371.36
212,79,179,1,159.29,0.0,159.29
213,79,199,3,48.27,0.0,144.81
214,80,118,3,132.45,0.0,397.35
215,80,20,1,116.87,0.0,116.87
216,80,68,2,136.85,0.0,273.7
217,80,192,2,167.01,0.0,334.02
218,80,60,1,76.93,0.0,76.93
219,81,180,1,98.17,0.0,98.17
220,81,22,3,150.56,0.0,451.68
221,82,50,3,189.45,0.0,568.35
222,82,35,3,1069.13,0.0,3207.39
223,83,174,3,144.66,0.0,433.98
224,83,172,3,18.21,0.0,54.63
225,83,47,3,140.74,0.0,422.22
226,83,128,3,136.26,0.0,408.78
227,83,49,2,151.84,0.0,303.68
228,83,13,3,143.69,21.55,366.42
229,84,20,2,116.87,0.0,233.74
230,84,109,1,120.46,0.0,120.46
231,85,96,1,175.12,0.0,175.12
232,85,83,1,57.89,0.0,57.89
233,85,137,2,193.2,38.64,309.12
234,86,200,3,134.96,0.0,404.88
235,86,64,3,166.05,0.0,498.15
236,87,50,3,189.45,0.0,568.35
237,87,107,3,164.98,33.0,395.94
238,87,134,2,688.14,0.0,1376.28
239,87,152,2,17.34,0.0,34.68
240,88,82,2,110.46,0.0,220.92
241,88,184,3,88.31,8.83,238.44
242,89,134,2,688.14,0.0,1376.28
243,89,161,1,187.26,28.09,159.17
244,89,156,1,111.91,0.0,111.91
245,89,144,3,18.09,0.0,54.27
246,89,93,1,125.34,18.8,106.54
247,90,65,3,141.12,0.0,423.36
248,90,86,1,66.49,0.0,66.49
249,90,120,2,74.73,0.0,149.46
250,90,83,1,57.89,0.0,57.89
251,90,58,3,99.7,19.94,239.28
252,91,82,1,110.46,0.0,110.46
253,91,31,2,165.81,0.0,331.62
254,92,116,3,110.39,22.08,264.93
255,92,145,2,185.68,0.0,371.36
256,92,75,3,84.21,0.0,252.63
257,92,154,3,24.87,0.0,74.61
258,92,56,1,95.42,0.0,95.42
259,92,198,2,78.65,0.0,157.3
260,93,31,1,165.81,0.0,165.81
261,93,192,2,167.01,0.0,334.02
262,93,4,3,154.57,0.0,463.71
263,94,59,3,170.7,17.07,460.89
264,94,180,1,98.17,0.0,98.17
265,94,143,3,82.6,0.0,247.8
266,95,194,1,27.84,0.0,27.84
267,95,41,3,45.05,0.0,135.15
268,95,103,3,155.6,0.0,466.8
269,95,68,3,136.85,0.0,410.55
270,96,172,2,18.21,0.0,36.42
271,97,197,2,198.04,0.0,396.08
272,97,73,3,193.66,0.0,580.98
273,97,60,2,76.93,0.0,153.86
274,98,141,2,86.39,17.28,138.22
275,98,48,1,38.52,0.0,38.52
276,98,108,3,128.99,0.0,386.97
277,98,142,1,197.57,0.0,197.57
278,98,161,3,187.26,18.73,505.59
279,99,66,3,96.11,0.0,288.33
280,99,132,1,72.97,0.0,72.97
281,99,67,2,139.5,0.0,279.0
282,100,53,1,17.28,0.0,17.28
283,100,131,3,103.37,0.0,310.11
284,101,7,3,62.17,0.0,186.51
285,102,191,3,37.67,0.0,113.01
286,103,176,1,95.47,0.0,95.47
287,103,39,3,17.17,0.0,51.51
288,103,84,1,88.18,8.82,79.36
289,104,54,3,120.81,0.0,362.43
290,104,93,1,125.34,0.0,125.34
291,104,47,3,140.74,0.0,422.22
292,105,189,1,184.72,36.94,147.78
293,105,125,2,44.98,0.0,89.96
294,105,114,2,41.3,8.26,66.08
295,105,146,1,26.94,5.39,21.55
296,106,65,2,141.12,0.0,282.24
297,106,108,3,128.99,0.0,386.97
298,106,180,3,98.17,19.63,235.62
299,106,20,2,116.87,0.0,233.74
300,107,154,1,24.87,0.0,24.87
301,107,69,3,98.08,0.0,294.24
302,107,32,2,192.47,0.0,384.94
303,108,28,2,18.09,0.0,36.18
304,108,53,2,17.28,0.0,34.56
305,108,76,1,199.58,39.92,159.66
306,108,39,1,17.17,0.0,17.17
307,109,200,3,134.96,0.0,404.88
308,109,64,1,166.05,0.0,166.05
309,109,80,1,27.43,0.0,27.43
310,110,58,1,99.7,0.0,99.7
311,110,189,3,184.72,0.0,554.16
312,111,88,2,99.65,0.0,199.3
313,111,12,3,1408.88,0.0,4226.64
314,111,66,2,96.11,19.22,153.78
315,112,115,3,98.62,0.0,295.86
316,113,157,1,99.21,19.84,79.37
317,113,45,3,20.48,0.0,61.44
318,113,180,1,98.17,0.0,98.17
319,113,166,2,13.46,0.0,26.92
320,113,133,1,133.69,0.0,133.69
321,114,89,2,125.44,0.0,250.88
322,114,173,3,1081.9,0.0,3245.7
323,114,190,2,181.96,0.0,363.92
324,115,168,1,83.13,0.0,83.13
325,115,131,3,103.37,0.0,310.11
326,115,195,2,107.29,0.0,214.58
327,116,122,3,194.38,0.0,583.14
328,116,137,3,193.2,0.0,579.6
329,116,58,1,99.7,0.0,99.7
330,116,181,2,98.6,0.0,197.2
331,117,90,2,80.12,0.0,160.24
332,117,133,2,133.69,0.0,267.38
333,117,136,1,40.9,0.0,40.9
334,118,83,1,57.89,0.0,57.89
335,118,79,2,103.09,0.0,206.18
336,119,74,3,56.07,0.0,168.21
337,120,160,3,116.67,0.0,350.01
338,120,102,1,64.56,0.0,64.56
339,120,154,3,24.87,0.0,74.61
340,120,80,1,27.43,0.0,27.43
341,121,103,3,155.6,0.0,466.8
342,121,54,3,120.81,12.08,326.19
343,122,77,3,36.47,0.0,109.41
344,123,102,3,64.56,0.0,193.68
345,123,43,2,24.93,3.74,42.38
346,123,97,3,165.81,33.16,397.95
347,123,168,1,83.13,0.0,83.13
348,124,4,3,154.57,0.0,463.71
349,124,100,1,21.05,0.0,21.05
350,124,32,1,192.47,19.25,173.22
351,124,68,3,136.85,0.0,410.55
352,125,32,2,192.47,0.0,384.94
353,125,37,3,356.55,71.31,855.72
354,125,42,3,86.01,0.0,258.03
355,126,84,3,88.18,0.0,264.54
356,127,199,1,48.27,0.0,48.27
357,127,41,2,45.05,0.0,90.1
358,127,72,2,119.2,0.0,238.4
359,127,54,3,120.81,0.0,362.43
360,128,106,2,175.08,0.0,350.16
361,128,189,1,184.72,0.0,184.72
362,128,20,3,116.87,0.0,350.61
363,129,57,3,61.56,12.31,147.75
364,130,48,2,38.52,5.78,65.48
365,130,110,3,196.12,0.0,588.36
366,130,57,2,61.56,0.0,123.12
367,130,80,2,27.43,0.0,54.86
368,131,65,2,141.12,0.0,282.24
369,131,171,3,155.4,0.0,466.2
370,132,158,2,44.1,0.0,88.2
371,132,40,3,154.17,0.0,462.51
372,132,33,1,141.55,0.0,141.55
373,132,96,3,175.12,17.51,472.83
374,133,4,1,154.57,0.0,154.57
375,134,163,2,167.81,0.0,335.62
376,134,22,1,150.56,0.0,150.56
377,135,8,1,32.11,0.0,32.11
378,136,14,2,158.47,0.0,316.94
379,136,20,3,116.87,0.0,350.61
380,136,43,3,24.93,2.49,67.32
381,136,151,3,72.22,0.0,216.66
382,137,151,1,72.22,0.0,72.22
383,137,107,3,164.98,0.0,494.94
384,138,109,2,120.46,0.0,240.92
385,139,175,2,108.5,0.0,217.0
386,139,25,2,647.97,0.0,1295.94
387,139,4,1,154.57,0.0,154.57
388,140,59,2,170.7,0.0,341.4
389,140,47,2,140.74,0.0,281.48
390,140,95,1,105.58,0.0,105.58
391,141,129,1,29.42,0.0,29.42
392,141,83,1,57.89,0.0,57.89
393,141,128,3,136.26,0.0,408.78
394,142,153,3,191.31,0.0,573.93
395,142,13,2,143.69,0.0,287.38
396,142,168,1,83.13,0.0,83.13
397,143,179,2,159.29,15.93,286.72
398,144,22,2,150.56,0.0,301.12
399,144,200,2,134.96,0.0,269.92
400,144,181,1,98.6,0.0,98.6
401,145,14,2,158.47,0.0,316.94
402,146,74,2,56.07,0.0,112.14
403,146,108,3,128.99,0.0,386.97
404,146,176,3,95.47,0.0,286.41
405,146,93,1,125.34,0.0,125.34
406,147,1,1,91.51,0.0,91.51
407,147,197,1,198.04,0.0,198.04
408,147,30,2,184.84,18.48,332.72
409,148,107,3,164.98,0.0,494.94
410,149,158,3,44.1,0.0,132.3
411,149,99,2,45.94,9.19,73.5
412,149,29,2,30.09,0.0,60.18
413,149,104,3,151.16,30.23,362.79
414,150,16,2,163.52,0.0,327.04
415,150,58,1,99.7,0.0,99.7
416,150,103,1,155.6,0.0,155.6
417,151,196,3,455.68,0.0,1367.04
418,152,182,1,44.16,0.0,44.16
419,152,122,1,194.38,0.0,194.38
420,152,20,3,116.87,0.0,350.61
421,153,33,2,141.55,0.0,283.1
422,153,47,2,140.74,0.0,281.48
423,154,60,3,76.93,15.39,184.62
424,154,29,3,30.09,0.0,90.27
425,155,137,3,193.2,0.0,579.6
426,155,121,2,160.84,32.17,257.34
427,156,39,2,17.17,0.0,34.34
428,156,9,3,596.89,0.0,1790.67
429,157,96,3,175.12,0.0,525.36
430,157,95,1,105.58,0.0,105.58
431,157,200,3,134.96,13.5,364.38
432,158,82,3,110.46,0.0,331.38
433,158,12,2,1408.88,0.0,2817.76
434,158,40,3,154.17,0.0,462.51
435,158,75,2,84.21,0.0,168.42
436,159,78,3,78.47,0.0,235.41
437,159,151,3,72.22,0.0,216.66
438,160,180,3,98.17,0.0,294.51
439,160,174,1,144.66,0.0,144.66
440,160,122,2,194.38,0.0,388.76
441,160,175,1,108.5,0.0,108.5
442,161,57,1,61.56,6.16,55.4
443,162,175,3,108.5,0.0,325.5
444,162,107,2,164.98,0.0,329.96
445,162,61,2,74.32,0.0,148.64
446,163,76,1,199.58,19.96,179.62
447,163,140,3,153.35,0.0,460.05
448,164,82,1,110.46,16.57,93.89
449,164,158,3,44.1,6.62,112.44
450,164,80,3,27.43,0.0,82.29
451,164,144,1,18.09,3.62,14.47
452,165,199,1,48.27,0.0,48.27
453,165,189,2,184.72,0.0,369.44
454,165,138,1,134.25,13.43,120.82
455,166,101,2,119.65,0.0,239.3
456,166,7,3,62.17,0.0,186.51
457,166,83,3,57.89,0.0,173.67
458,166,181,3,98.6,0.0,295.8
459,167,85,2,124.56,0.0,249.12
460,167,189,1,184.72,0.0,184.72
461,167,180,2,98.17,0.0,196.34
462,168,107,1,164.98,16.5,148.48
463,168,83,2,57.89,0.0,115.78
464,168,14,3,158.47,23.77,404.1
465,169,21,2,48.66,0.0,97.32
466,169,156,1,111.91,0.0,111.91
467,169,180,1,98.17,0.0,98.17
468,169,152,3,17.34,0.0,52.02
469,170,67,1,139.5,0.0,139.5
470,170,114,2,41.3,0.0,82.6
471,170,189,3,184.72,0.0,554.16
472,170,192,3,167.01,0.0,501.03
473,171,66,1,96.11,0.0,96.11
474,171,58,1,99.7,9.97,89.73
475,171,12,3,1408.88,0.0,4226.64
476,171,107,2,164.98,0.0,329.96
477,172,127,1,88.32,17.66,70.66
478,172,141,1,86.39,8.64,77.75
479,173,37,3,356.55,35.66,962.67
480,173,144,1,18.09,1.81,16.28
481,173,108,2,128.99,0.0,257.98
482,173,125,2,44.98,0.0,89.96
483,174,150,1,60.23,0.0,60.23
484,174,148,1,114.23,17.13,97.1
485,174,67,1,139.5,0.0,139.5
486,175,59,1,170.7,34.14,136.56
487,175,160,1,116.67,0.0,116.67
488,175,31,2,165.81,0.0,331.62
489,175,5,1,173.65,34.73,138.92
490,176,71,2,157.26,0.0,314.52
491,176,27,2,1005.96,0.0,2011.92
492,176,29,1,30.09,0.0,30.09
493,176,127,1,88.32,0.0,88.32
494,177,172,1,18.21,0.0,18.21
495,177,166,1,13.46,0.0,13.46
496,177,188,1,167.38,0.0,167.38
497,178,140,1,153.35,23.0,130.35
498,178,118,3,132.45,13.24,357.63
499,178,111,1,15.42,0.0,15.42
500,178,159,3,152.04,0.0,456.12
501,179,66,1,96.11,0.0,96.11
502,179,143,2,82.6,16.52,132.16
503,179,61,2,74.32,0.0,148.64
504,180,192,3,167.01,0.0,501.03
505,180,200,1,134.96,13.5,121.46
506,181,52,3,19.86,3.97,47.67
507,181,74,2,56.07,0.0,112.14
508,181,130,1,16.49,0.0,16.49
509,181,192,1,167.01,0.0,167.01
510,181,138,2,134.25,0.0,268.5
511,182,148,2,114.23,0.0,228.46
512,182,56,2,95.42,0.0,190.84
513,182,156,3,111.91,0.0,335.73
514,182,122,3,194.38,38.88,466.5
515,182,59,1,170.7,0.0,170.7
516,182,138,2,134.25,0.0,268.5
517,183,30,1,184.84,0.0,184.84
518,183,14,2,158.47,0.0,316.94
519,184,177,1,44.04,0.0,44.04
520,184,33,2,141.55,0.0,283.1
521,184,99,1,45.94,0.0,45.94
522,184,163,2,167.81,0.0,335.62
523,185,14,1,158.47,0.0,158.47
524,186,25,1,647.97,0.0,647.97
525,186,191,1,37.67,7.53,30.14
526,187,10,1,163.86,0.0,163.86
527,187,42,3,86.01,0.0,258.03
528,187,196,1,455.68,0.0,455.68
529,188,50,2,189.45,0.0,378.9
530,188,186,1,100.48,0.0,100.48
531,189,114,3,41.3,4.13,111.51
532,189,121,2,160.84,16.08,289.52
533,189,98,3,141.67,28.33,340.02
534,190,64,1,166.05,0.0,166.05
535,190,172,1,18.21,0.0,18.21
536,191,19,3,43.2,0.0,129.6
537,192,151,1,72.22,0.0,72.22
538,193,151,3,72.22,0.0,216.66
539,193,120,2,74.73,0.0,149.46
540,193,31,2,165.81,0.0,331.62
541,194,159,3,152.04,0.0,456.12
542,194,113,1,42.06,0.0,42.06
543,194,85,1,124.56,0.0,124.56
544,194,101,3,119.65,0.0,358.95
545,194,47,2,140.74,0.0,281.48
546,195,157,3,99.21,14.88,252.99
547,196,121,1,160.84,0.0,160.84
548,196,37,1,356.55,0.0,356.55
549,196,55,2,64.75,12.95,103.6
550,197,3,1,143.82,0.0,143.82
551,198,8,3,32.11,0.0,96.33
552,198,176,2,95.47,0.0,190.94
553,198,66,1,96.11,0.0,96.11
554,198,68,3,136.85,0.0,410.55
555,199,188,1,167.38,0.0,167.38
556,199,169,3,42.85,0.0,128.55
557,199,42,1,86.01,0.0,86.01
558,199,101,2,119.65,23.93,191.44
559,200,37,2,356.55,0.0,713.1
560,200,77,2,36.47,0.0,72.94
561,200,35,1,1069.13,0.0,1069.13
562,200,10,1,163.86,0.0,163.86
563,201,112,2,1307.22,0.0,2614.44
564,202,29,3,30.09,0.0,90.27
565,202,111,1,15.42,3.08,12.34
566,202,196,2,455.68,0.0,911.36
567,202,81,3,172.1,0.0,516.3
568,203,165,2,177.24,26.59,301.3
569,203,40,1,154.17,0.0,154.17
570,203,26,3,16.69,2.5,42.57
571,203,20,2,116.87,23.37,187.0
572,204,12,2,1408.88,0.0,2817.76
573,204,178,2,98.76,0.0,197.52
574,205,122,1,194.38,0.0,194.38
575,205,14,2,158.47,0.0,316.94
576,206,83,2,57.89,0.0,115.78
577,206,71,2,157.26,0.0,314.52
578,206,183,3,1262.09,189.31,3218.34
579,206,28,1,18.09,0.0,18.09
580,207,141,1,86.39,0.0,86.39
581,207,9,1,596.89,89.53,507.36
582,207,188,1,167.38,0.0,167.38
583,207,41,1,45.05,4.5,40.55
584,208,128,1,136.26,0.0,136.26
585,208,87,1,162.91,0.0,162.91
586,208,17,2,83.58,8.36,150.44
587,208,27,3,1005.96,0.0,3017.88
588,209,108,3,128.99,0.0,386.97
589,209,91,1,36.88,0.0,36.88
590,209,22,3,150.56,30.11,361.35
591,209,61,3,74.32,0.0,222.96
592,210,47,1,140.74,0.0,140.74
593,210,176,3,95.47,0.0,286.41
594,210,121,2,160.84,0.0,321.68
595,211,68,3,136.85,0.0,410.55
596,211,53,3,17.28,0.0,51.84
597,211,147,1,30.47,6.09,24.38
598,211,1,2,91.51,0.0,183.02
599,212,141,2,86.39,0.0,172.78
600,212,137,3,193.2,19.32,521.64
601,212,106,3,175.08,0.0,525.24
602,213,25,2,647.97,0.0,1295.94
603,213,127,3,88.32,13.25,225.21
604,213,147,3,30.47,0.0,91.41
605,214,128,3,136.26,0.0,408.78
606,214,14,2,158.47,0.0,316.94
607,215,165,1,177.24,0.0,177.24
608,215,48,2,38.52,0.0,77.04
609,216,96,2,175.12,0.0,350.24
610,216,28,1,18.09,0.0,18.09
611,217,5,3,173.65,34.73,416.76
612,217,34,1,637.65,0.0,637.65
613,217,136,3,40.9,0.0,122.7
614,217,125,1,44.98,0.0,44.98
615,218,31,2,165.81,33.16,265.3
616,218,26,3,16.69,2.5,42.57
617,219,59,2,170.7,0.0,341.4
618,219,73,2,193.66,0.0,387.32
619,219,108,3,128.99,0.0,386.97
620,220,167,1,119.3,23.86,95.44
621,220,5,3,173.65,0.0,520.95
622,221,157,3,99.21,9.92,267.87
623,221,13,3,143.69,0.0,431.07
624,221,27,1,1005.96,0.0,1005.96
625,222,16,2,163.52,0.0,327.04
626,222,110,1,196.12,19.61,176.51
627,223,102,2,64.56,0.0,129.12
628,223,63,3,48.71,0.0,146.13
629,223,60,1,76.93,11.54,65.39
630,223,80,3,27.43,0.0,82.29
631,224,4,2,154.57,0.0,309.14
632,224,104,3,151.16,0.0,453.48
633,224,154,2,24.87,0.0,49.74
634,224,179,2,159.29,0.0,318.58
635,225,167,2,119.3,0.0,238.6
636,225,173,1,1081.9,0.0,1081.9
637,225,65,1,141.12,0.0,141.12
638,225,166,2,13.46,0.0,26.92
639,226,48,1,38.52,0.0,38.52
640,227,64,2,166.05,0.0,332.1
641,227,178,1,98.76,0.0,98.76
642,228,167,3,119.3,0.0,357.9
643,229,165,2,177.24,0.0,354.48
644,229,93,1,125.34,25.07,100.27
645,229,78,3,78.47,0.0,235.41
646,229,114,2,41.3,6.19,70.22
647,230,123,1,1397.68,0.0,1397.68
648,231,151,2,72.22,0.0,144.44
649,231,196,1,455.68,0.0,455.68
650,232,9,1,596.89,119.38,477.51
651,232,186,1,100.48,0.0,100.48
652,233,90,3,80.12,8.01,216.33
653,233,102,1,64.56,9.68,54.88
654,233,200,1,134.96,0.0,134.96
655,234,169,2,42.85,0.0,85.7
656,234,158,3,44.1,0.0,132.3
657,234,146,2,26.94,0.0,53.88
658,234,21,1,48.66,0.0,48.66
659,234,72,1,119.2,0.0,119.2
660,234,99,3,45.94,0.0,137.82
661,235,96,1,175.12,0.0,175.12
662,235,163,1,167.81,16.78,151.03
663,236,41,1,45.05,0.0,45.05
664,237,127,3,88.32,0.0,264.96
665,237,29,3,30.09,0.0,90.27
666,237,72,3,119.2,17.88,303.96
667,237,59,3,170.7,0.0,512.1
668,237,89,1,125.44,18.82,106.62
669,237,5,2,173.65,0.0,347.3
670,238,190,2,181.96,0.0,363.92
671,239,200,3,134.96,0.0,404.88
672,239,60,1,76.93,0.0,76.93
673,239,120,3,74.73,14.95,179.34
674,240,90,3,80.12,0.0,240.36
675,240,97,2,165.81,0.0,331.62
676,240,89,3,125.44,0.0,376.32
677,240,38,1,23.61,0.0,23.61
678,241,120,1,74.73,0.0,74.73
679,241,145,1,185.68,0.0,185.68
680,241,148,1,114.23,11.42,102.81
681,241,75,2,84.21,0.0,168.42
682,242,19,2,43.2,6.48,73.44
683,242,26,3,16.69,0.0,50.07
684,242,113,1,42.06,4.21,37.85
685,242,78,3,78.47,0.0,235.41
686,243,110,1,196.12,29.42,166.7
687,243,53,2,17.28,0.0,34.56
688,243,158,3,44.1,0.0,132.3
689,244,200,2,134.96,0.0,269.92
690,244,119,2,55.3,0.0,110.6
691,244,127,1,88.32,0.0,88.32
692,245,106,2,175.08,0.0,350.16
693,245,86,2,66.49,0.0,132.98
